rank,company,founded,employees,score,ceo,state,hq,industry
271,Barclays Bank,1690,>250,72.79,C.S. Venkatakrishnan,United Kingdom,London,Banking and Financial Services
272,NTT Data,1988,>250,72.74,Yo Honma,United Kingdom,London,"IT, Internet, Software and Services"
273,Supplay,1968,>250,72.74,Nicolas Paillier,France,Reims,Business Services and Supplies
274,Deutsche Post,1989,>250,72.73,Dr. Tobias Meyer,Germany,Bonn,Transportation and Logistics
275,Die Schweizerische Post,1849,>250,72.69,Roberto Cirillo,Switzerland,Bern,Transportation and Logistics
276,Pko Bank Polski,1919,>250,72.68,Szymon Midera,Poland,Warsaw,Banking and Financial Services
277,BBC (British Broadcasting Corporation),1922,>250,72.68,Tim Davie,United Kingdom,London,Media and Advertising
278,Laboratoires Pierre Fabre,1962,>250,72.63,Eric Ducournau,France,Castres,Drugs and Biotechnology
279,KPMG,1987,>250,72.62,Bill Thomas Mattias Schmelzer,Netherlands,Amstelveen,Consulting and Accounting
280,Schweizerische Bundesbahnen (SBB),1902,>250,72.62,Vincent Ducrot,Switzerland,Bern,Transportation and Logistics
281,Boeing,1916,>250,72.61,David L. Calhoun,United Kingdom,London,"Aerospace, Defence, Manufacture of Transport Equipment"
282,Systembolaget,1955,>250,72.61,Ann Carlsson,Sweden,Stockholm,Retail
283,Grupo Acciona,1997,>250,72.6,José Manuel Entrecanales,Spain,Madrid,Construction
284,Laboratoires Arkopharma,1980,>250,72.59,Eric Panijel,France,Carros,Drugs and Biotechnology
285,Holland & Barrett,1870,>250,72.56,Alex Dower,United Kingdom,Nuneaton,"Food, Soft Beverages, Alcohol and Tobacco"
286,Medtronic,1949,>250,72.55,Geoffry Martha,Switzerland,Lausanne,Health Care Equipment and Services
287,Banque CIC,1859,>250,72.55,Éric CHARPENTIER,France,Paris,Banking and Financial Services
288,Arkema,2004,>250,72.52,Thierry Le Hénaff,France,Colombes,"Oil and Gas Operations, Mining, and Chemicals"
289,Danske Bank,1871,>250,72.51,Carsten Egeriis,Denmark,Copenhagen,Banking and Financial Services
290,Giorgio Armani,1975,>250,72.51,Giorgio Armani,Italy,Milan,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
291,Mars,1911,>250,72.48,Poul Weihrauch,United Kingdom,London,"Food, Soft Beverages, Alcohol and Tobacco"
292,Trumpf,1923,>250,72.48,Dr. phil. Nicola Leibinger-Kammüller,Germany,Sustainability Update 2023,"Manufacture and Processing of Materials, Metals and Paper"
293,Telefónica O2,1924,>250,72.47,Jose-Maria-Alvarez-Pallete,Spain,Madrid,"Telecommunications Services, Cable Supplier"
294,Hofer,1968,>250,72.46,Horst Leitner,Austria,Sattledt,Retail
295,SSE (Scottish and Southern Energy),1998,>250,72.46,Alistair Phillips-Davies,United Kingdom,Perth,Utilities
296,Danone,1919,>250,72.45,Antoine de Saint-Affrique,France,Paris,"Food, Soft Beverages, Alcohol and Tobacco"
297,Caterpillar,1925,>250,72.45,D. James (Jim) Umpleby III,United Kingdom,Peterborough,"Aerospace, Defence, Manufacture of Transport Equipment"
298,OPmobility,1946,>250,72.45,Laurent Favre,France,Levallois Cedex,Automotive (Producers and Suppliers)
299,LDC (Lambert Dodart Chancereul),1968,>250,72.44,Denis Lambert,France,Sablé-sur-Sarthe,"Food, Soft Beverages, Alcohol and Tobacco"
300,Airbus,1970,>250,72.41,Guillaume Faury,France,Blagnac,"Aerospace, Defence, Manufacture of Transport Equipment"
301,Hilton Hotels & Resorts,1925,>250,72.38,Christopher J. Nassetta,United Kingdom,Watford,Travel and Leisure
302,Samsung,1969,>250,72.32,Jong Hee Han,Germany,Eschborn,"Semiconductors, Electronics, Electrical Engineering, Hardware"
303,Manitou,1957,>250,72.26,Michel Denis,France,Ancenis,"Engineering, Manufacturing"
304,Comarch,1993,>250,72.25,Anna Pruska,Poland,Kraków,"IT, Internet, Software and Services"
305,Caixabank,1904,>250,72.25,Gonzalo Gortázar,Spain,Valencia,Banking and Financial Services
306,ISS,1998,>250,72.23,Kasper Fangel,Denmark,Copenhagen,Business Services and Supplies
307,Demant,1904,>250,72.21,Søren Nielsen,Denmark,Smørum,Health Care Equipment and Services
308,BASF,1865,>250,72.2,Markus Kamieth,Germany,Ludwigshafen,"Oil and Gas Operations, Mining, and Chemicals"
309,ThyssenKrupp,1999,>250,72.17,Miguel Ángel López Borrego,Germany,Essen,"Manufacture and Processing of Materials, Metals and Paper"
310,KONE,1910,>250,72.16,Philippe Delorme,Finland,Espoo,"Engineering, Manufacturing"
311,Network Rail,2002,>250,72.14,Andrew Haines,United Kingdom,London,Transportation and Logistics
312,Merlin Entertainments,1999,>250,72.14,SCOTT M. O'NEIL,United Kingdom,Poole,Travel and Leisure
313,Bayer,1863,>250,72.13,Bill Anderson,Germany,Leverkusen,Drugs and Biotechnology
314,Enterprise Rent-A-Car,1957,>250,72.09,Khaled Shahbo,United Kingdom,Egham,Travel and Leisure
315,Barratt Developments,1958,>250,72,David Thomas,United Kingdom,Coalville,Construction
316,Urban Outfitters,1970,>250,71.98,Emma Wisden,United Kingdom,London,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
317,AIB (Allied Irish Banks),1966,>250,71.97,Colin Hunt,Ireland,Dublin,Banking and Financial Services
318,Disneyland Paris,1992,>250,71.96,Natacha Rafalski,France,Chessy,Travel and Leisure
319,Bouygues,1952,>250,71.96,Olivier Roussat,France,Paris,Construction
320,Randstad,1960,>250,71.94,Sander van 't Noordende,Netherlands,Diemen,Business Services and Supplies
321,ArianeGroup,2015,>250,71.93,Martin Sion,France,Les Mureaux,"Aerospace, Defence, Manufacture of Transport Equipment"
322,Österreichische Post,1999,>250,71.93,Georg Pölzl,Austria,Vienna,Transportation and Logistics
323,Insel Gruppe,2016,>250,71.91,Prof. Dr. Christian Leumann,Switzerland,Bern,Healthcare (Social)
324,Foodora,2015,>250,71.9,Hans Skruvfors,Sweden,Stockholm,Restaurants
325,Valmet,1750,>250,71.88,Pasi Laine,Finland,Espoo,"Semiconductors, Electronics, Electrical Engineering, Hardware"
326,SEAT,1950,>250,71.85,Wayne Griffiths,Spain,Barcelona,Automotive (Producers and Suppliers)
327,Pets at Home Group,1991,>250,71.85,Lyssa McGowan,United Kingdom,Handforth,Retail
328,Primark,1969,>250,71.84,Paul Marchant,Ireland,Dublin,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
329,Humana Group,2001,>250,71.8,Johanna Rastad,Sweden,Stockholm,Healthcare (Social)
330,Enedis,2008,>250,71.79,Marianne Laigneau,France,Paris-La Défense,Utilities
331,Menarini Group,1886,>250,71.77,Elcin Barker Ergun,Italy,Florence,Drugs and Biotechnology
332,Schindler,1874,>250,71.75,Silvio Napoli,Switzerland,Ebikon,"Engineering, Manufacturing"
333,Colgate-Palmolive,1806,>250,71.72,Noel Wallace,Switzerland,Therwil,Packaged Goods
334,Unipol Gruppo,1963,>250,71.7,Carlo Cimbri,Italy,Bologna,Insurance
335,Boston Scientific,1979,>250,71.69,Michael F. Mahoney,France,Voisins-le-Bretonneux,Health Care Equipment and Services
336,Eiffage Group,1992,>250,71.68,Benoît de Ruffray,France,Vélizy-Villacoublay,Construction
337,Canal +,1984,>250,71.68,Maxime Saada,France,Issy-les-Moulineaux,Media and Advertising
338,Fortum,1998,>250,71.66,Markus Rauramo,Finland,Espoo,Utilities
339,Barchester Healthcare,1992,>250,71.65,Dr Pete Calveley,United Kingdom,London,Healthcare (Social)
340,Eni,1953,>250,71.65,Claudio Descalzi,Italy,Rome,"Oil and Gas Operations, Mining, and Chemicals"
341,Banco BPM,2017,>250,71.61,Giuseppe Castagna,Italy,Milan,Banking and Financial Services
342,Henkel,1876,>250,71.59,Carsten Knobel,Germany,Düsseldorf,Packaged Goods
343,ams-OSRAM,1981,>250,71.59,Aldo Kamper,Austria,Premstätten,"Semiconductors, Electronics, Electrical Engineering, Hardware"
344,Grupa Żabka,1998,>250,71.58,Tomasz Suchański,Poland,Poznan,Retail
345,Cognizant,1994,>250,71.57,Ravi Kumar S,United Kingdom,London,"IT, Internet, Software and Services"
346,Telenet,1994,>250,71.55,John Porter,Belgium,Antwerpen,"IT, Internet, Software and Services"
347,JPMorganChase,2000,>250,71.54,James Dimon,United Kingdom,London,Banking and Financial Services
348,Holcim Group,2015,>250,71.52,Miljan Gutovic,Switzerland,Zug,Construction
349,BAE Systems,1999,>250,71.5,Dr. Charles Woodburn,United Kingdom,London,"Aerospace, Defence, Manufacture of Transport Equipment"
350,Merck,1668,>250,71.5,Belén Garijo,Germany,Darmstadt,Drugs and Biotechnology
351,Havas Group,1835,>250,71.45,Yannick Bolloré,France,Puteaux,Media and Advertising
352,Foot Locker,1974,>250,71.45,Mary N. Dillon,Netherlands,Utrecht,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
353,Orkla,1991,>250,71.4,Nils K. Selte,Norway,Oslo,"Food, Soft Beverages, Alcohol and Tobacco"
354,Hyundai Motor Company,1967,>250,71.36,Jaehoon Chang,Germany,Offenbach,Automotive (Producers and Suppliers)
355,Valio,1905,>250,71.33,Annikka Hurme,Finland,Helsinki,"Food, Soft Beverages, Alcohol and Tobacco"
356,Sainsbury's,1869,>250,71.32,Simon Roberts,United Kingdom,London,Retail
357,ADM,1902,>250,71.29,Juan R. Luciano,Switzerland,Rolle,"Food, Soft Beverages, Alcohol and Tobacco"
358,Hella,1899,>250,71.29,Bernard Schäferbarthold,Germany,Lippstadt,Automotive (Producers and Suppliers)
359,Lufthansa,1953,>250,71.28,Carsten Spohr,Germany,Cologne,Transportation and Logistics
360,Decathlon,1976,>250,71.28,Barbara Martin Coppola,France,Villeneuve-d'Ascq,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
361,3M,1902,>250,71.27,Bill Brown,Germany,Neuss,"Semiconductors, Electronics, Electrical Engineering, Hardware"
362,Amgen,1980,>250,71.22,Robert A. Bradway,Switzerland,Rotkreuz,Drugs and Biotechnology
363,Ipsos,1975,>250,71.16,Ben Page,France,Paris,Media and Advertising
364,Amadeus,1987,>250,71.11,Luis Maroto,Spain,Madrid,"IT, Internet, Software and Services"
365,MediaMarktSaturn Retail Group,1979,>250,71.1,Dr Karsten Wildberger,Germany,Ingolstadt,Retail
366,Scania,1891,>250,71.1,Christian Levin,Sweden,Södertälje,Automotive (Producers and Suppliers)
367,HP (Hewlett-Packard),1939,>250,71.1,Enrique Lores,Switzerland,Geneva,"Semiconductors, Electronics, Electrical Engineering, Hardware"
368,Broadcom,1961,>250,71.09,Hock E. Tan,United Kingdom,London,"IT, Internet, Software and Services"
369,abrdn (Aberdeen Standard Investments),1825,>250,71.09,Jason Windsor,United Kingdom,Edinburgh,Banking and Financial Services
370,UPS (United Parcel Service),1907,>250,71.08,Daniel Carrera,Belgium,Brussels,Transportation and Logistics
371,Viatris,2020,>250,71.04,Scott A. Smith,United Kingdom,Hatfield,Drugs and Biotechnology
372,Jacobs Engineering,1947,>250,71.03,Bob Pragada,United Kingdom,Wokingham,"Engineering, Manufacturing"
373,Fresenius,1912,>250,71.01,Michael Sen,Germany,Bad Homburg,Health Care Equipment and Services
374,Rabobank,1898,>250,71.01,Stefaan Decraene,Netherlands,Utrecht,Banking and Financial Services
375,PEAB,1959,>250,71,Jesper Göransson,Sweden,Förslöv,Construction
376,UBS,1998,>250,70.99,Sergio P. Ermotti,Switzerland,Zürich,Banking and Financial Services
377,Renault,1898,>250,70.99,Luca de Meo,France,Boulogne-Billancourt,Automotive (Producers and Suppliers)
378,Telus International,2005,>250,70.98,Jeff Puritt,Germany,Berlin,"IT, Internet, Software and Services"
379,AbbVie,2013,>250,70.97,Robert A. Michael,Germany,Ludwigshafen,Drugs and Biotechnology
380,EDF,1946,>250,70.97,Luc Rémont,France,Paris,Utilities
381,Mercer,1945,>250,70.97,Tom Geraghty,United Kingdom,London,Consulting and Accounting
382,Domino's Pizza,1960,>250,70.94,Endre Ten Wolde,Netherlands,Utrecht,Restaurants
383,Nando's,1987,>250,70.91,Rob Papps,United Kingdom,London,Restaurants
384,SJ,2001,>250,70.9,Monica Lingegård,Sweden,Stockholm,Transportation and Logistics
385,Mapfre,1933,>250,70.89,Antonio Huertas Mejías,Spain,Madrid,Insurance
386,Leroy Merlin,1924,>250,70.81,Agathe Monpays,France,Lezennes,Retail
387,Johnson Controls,1885,>250,70.73,George R. Oliver,Germany,Ratingen,Automotive (Producers and Suppliers)
388,Uber,2009,>250,70.71,Dara Khosrowshahi,Netherlands,Amsterdam,Travel and Leisure
389,Domusvi,1998,>250,70.7,Sylvain Rabuel,France,Suresnes,Healthcare (Social)
390,Conforama,1967,>250,70.68,Alexandre Falck,France,Lognes,Retail
391,LinkedIn,2003,>250,70.67,Ryan Roslansky,Ireland,Dublin,"IT, Internet, Software and Services"
392,Atlas Copco,1873,>250,70.67,Vagner Rego,Sweden,Stockholm,"Engineering, Manufacturing"
393,Eroski,1969,>250,70.66,Rosa Carabel,Spain,Elorrio,Retail
394,ID Logistics,2001,>250,70.66,Eric Hémar,France,Orgon,Transportation and Logistics
395,DuPont,1809,>250,70.59,Lori Koch,Netherlands,Leiden,"Oil and Gas Operations, Mining, and Chemicals"
396,AECOM,1990,>250,70.58,Troy Rudd,United Kingdom,London,"Engineering, Manufacturing"
397,RATP,1949,>250,70.57,Jean Castex,France,Paris,Transportation and Logistics
398,Jet2.com,2002,>250,70.57,Steve Heapy,United Kingdom,Leeds,Transportation and Logistics
399,Verisure,1988,>250,70.57,Austin Lally,Switzerland,Geneva,Wholesale
400,Balfour Beatty,1909,>250,70.56,Leo Quinn,United Kingdom,London,"Aerospace, Defence, Manufacture of Transport Equipment"
401,Argos,1973,>250,70.53,Simon Roberts,United Kingdom,Milton Keynes,Retail
402,Workday,2005,>250,70.49,Angelique De Vries,Ireland,Dublin,"IT, Internet, Software and Services"
403,adidas,1949,>250,70.47,Bjørn Gulden,Germany,Herzogenaurach,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
404,Hasbro,1923,>250,70.46,Chris Cocks,United Kingdom,Uxbridge,Packaged Goods
405,Veepee,2001,>250,70.44,Jacques-Antoine Granjon,France,Saint-Denis,Retail
406,Hewlett Packard Enterprise,1939,>250,70.44,Antonio Neri,Switzerland,Geneva,"IT, Internet, Software and Services"
407,PwC (PricewaterhouseCoopers),1998,>250,70.42,Mohamed Kande,United Kingdom,London,Consulting and Accounting
408,Boehringer Ingelheim,1885,>250,70.41,Hubertus von Baumbach,Germany,Ingelheim am Rhein,Drugs and Biotechnology
409,Home Instead,1994,>250,70.39,Seth Sternberg,United Kingdom,Warrington,Healthcare (Social)
410,Porsche,1931,>250,70.37,Dr. Oliver Blume,Germany,Stuttgart,Automotive (Producers and Suppliers)
411,Next,1981,>250,70.33,Simon Wolfson,United Kingdom,Leicester,Retail
412,Monzo Bank,2015,>250,70.29,TS Anil,United Kingdom,London,Banking and Financial Services
413,Thales Group,1918,>250,70.26,Patrice Caine,France,Paris-La Défense,"Aerospace, Defence, Manufacture of Transport Equipment"
414,Rewe Group,1927,>250,70.2,Lionel Souque,Germany,Cologne,Retail
415,Coloplast,1957,>250,70.2,Kristian Villumsen,Denmark,Humlebaek,Health Care Equipment and Services
416,Infosys,1981,>250,70.18,Salil Parekh,Germany,Berlin,"IT, Internet, Software and Services"
417,Three,2003,>250,70.18,Robert Finnegan,United Kingdom,Reading,"Telecommunications Services, Cable Supplier"
418,Axfood,1958,>250,70.16,Klas Balkow,Sweden,Stockholm,Retail
419,STEF,1920,>250,70.13,Stanislas Lemor,France,Paris,Transportation and Logistics
420,Tiktok,2016,>250,70.13,Shou Zi Chew,Ireland,Dublin,"IT, Internet, Software and Services"
421,TUI,1923,>250,70.11,Sebastian Ebel,Germany,Hanover,Travel and Leisure
422,General Electric,1892,>250,70.09,Scott L. Strazik,United Kingdom,London,"Engineering, Manufacturing"
423,Voestalpine,1938,>250,70.08,Herbert Eibensteiner,Austria,Linz,"Manufacture and Processing of Materials, Metals and Paper"
424,arvato,1865,>250,70.04,Frank Schirrmeister,Germany,Gütersloh,Business Services and Supplies
425,Brioche Pasquier,1974,>250,70.03,Pascal Pasquier,France,Les Cerqueux,"Food, Soft Beverages, Alcohol and Tobacco"
426,Volvo Group,1927,>250,70.01,Martin Lundstedt,Sweden,Gothenburg,Automotive (Producers and Suppliers)
427,Carnival,1972,>250,70,John Weinstein,United Kingdom,Southampton,Travel and Leisure
428,DXC Technology,2017,>250,69.98,Raul Fernandez,United Kingdom,London,"IT, Internet, Software and Services"
429,Printemps,1865,>250,69.95,Jean-Marc Bellaiche,France,Paris,Retail
430,Picard Surgelés,1973,>250,69.94,Cécile Guillou,France,Fontainebleau,Retail
431,Poste Italiane,1862,>250,69.94,Matteo Del Fante,Italy,Roma,Transportation and Logistics
432,Morrison Supermarkets,1899,>250,69.91,Rami Baitiéh,United Kingdom,Bradford,Retail
433,IBM,1911,>250,69.89,Arvind Krishna,United Kingdom,Portsmouth,"IT, Internet, Software and Services"
434,Louis Vuitton,1854,>250,69.85,Pietro Beccari,France,Paris,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
435,ATEA,1968,>250,69.84,Steinar Sønsteby,Norway,Oslo,"IT, Internet, Software and Services"
436,Jaguar Landrover,1922,>250,69.82,Adrian Mardell,United Kingdom,Whitley,Automotive (Producers and Suppliers)
437,Groupama,1986,>250,69.82,Thierry Martel,France,Paris,Insurance
438,Helvetia,1858,>250,69.8,Fabian Rupprecht,Switzerland,St. Gallen,Insurance
439,SGS,1878,>250,69.79,Géraldine Picaud,Switzerland,Geneva,Business Services and Supplies
440,PORR,1869,>250,69.78,Karl-Heinz Strauss,Austria,Vienna,Construction
441,Mitie Group,1987,>250,69.77,Phil Bentley,United Kingdom,London,Business Services and Supplies
442,Groupe URGO,1880,>250,69.76,Tristan Le Lous,France,Paris,Drugs and Biotechnology
443,Bank of England,1964,>250,69.73,Andrew Bailey,United Kingdom,London,Banking and Financial Services
444,Aspen Healthcare,1988,>250,69.72,Rob Anderson,United Kingdom,London,Healthcare (Social)
445,UPM,1996,>250,69.72,Massimo Reynaudo,Finland,Helsinki,"Manufacture and Processing of Materials, Metals and Paper"
446,Hugo Boss,1924,>250,69.7,Daniel Grieder,Germany,Metzingen,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
447,Santander,1857,>250,69.69,Ana Botín,Spain,Madrid,Banking and Financial Services
448,Hitachi,1910,>250,69.69,Keiji Kojima,United Kingdom,London,"Semiconductors, Electronics, Electrical Engineering, Hardware"
449,Legrand,1865,>250,69.67,Brian DiBella,France,Limoges,"Semiconductors, Electronics, Electrical Engineering, Hardware"
450,Adobe,1982,>250,69.65,Shantanu Narayen,United Kingdom,London,"IT, Internet, Software and Services"
451,Budimex,1968,>250,69.62,Artur Popko,Poland,Warsaw,Construction
452,Nissan Motor Corporation,1933,>250,69.62,Makoto Uchida,France,Montigy-le-Bretonneux,Automotive (Producers and Suppliers)
453,Les Petits Chaperons Rouges,2000,>250,69.61,Sacha Tikhomiroff,France,Saint-Ouen-sur-Seine,Healthcare (Social)
454,Folksam,1908,>250,69.6,Ylva Wessén,Sweden,Stockholm,Insurance
455,Privatklinikgruppe Hirslanden,1990,>250,69.58,Dr. Daniel Liedtke,Switzerland,Glattpark,Healthcare (Social)
456,Just Eat Takeaway.com,2000,>250,69.56,Jitse Groen,Netherlands,Amsterdam,Travel and Leisure
457,MAHLE,1920,>250,69.55,Arnd Franz,Germany,Stuttgart,Automotive (Producers and Suppliers)
458,Bank Millennium,1989,>250,69.54,Joao Bras Jorge,Poland,Warsaw,Banking and Financial Services
459,Virgin Group,1970,>250,69.51,Josh Bayliss,United Kingdom,London,"Telecommunications Services, Cable Supplier"
460,LG Corp,1947,>250,69.5,Steve Shin,Germany,Eschborn,"Semiconductors, Electronics, Electrical Engineering, Hardware"
461,Benetton Group,1965,>250,69.49,Massimo Renon,Italy,Treviso,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
462,Grupa PZU,1803,>250,69.48,Artur Olech,Poland,Warsaw,Insurance
463,Sky,1989,>250,69.47,Dana Strong,United Kingdom,London,Media and Advertising
464,Sandvik,1862,>250,69.46,Stefan Widing,Sweden,Stockholm,"Engineering, Manufacturing"
465,NGE,2002,>250,69.45,Stephane Perez,France,Tarascon,Construction
466,Otis,1853,>250,69.45,Judy Marks,United Kingdom,London,"Engineering, Manufacturing"
467,Kiabi,1978,>250,69.44,Patrick Stassi,France,Hem,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
468,Safran Group,2005,>250,69.43,Olivier Andriès,France,Paris,"Aerospace, Defence, Manufacture of Transport Equipment"
469,El Corte Ingles,1935,>250,69.42,Marta Álvarez,Spain,Madrid,Retail
470,McKinsey & Company,1926,>250,69.4,Bob Sternfels,Germany,Dusseldorf,Consulting and Accounting
471,TietoEVRY,1968,>250,69.39,Kimmo Alkio,Finland,Helsinki,"IT, Internet, Software and Services"
472,Dassault Group,1929,>250,69.39,Charles Edelstenne,France,Paris,"Aerospace, Defence, Manufacture of Transport Equipment"
473,postnord,2009,>250,69.39,Peter Gisel-Ekdahl,Sweden,Solna,Transportation and Logistics
474,Geopost,1987,>250,69.39,Yves Delmas,France,Issy-les-Moulineaux,Transportation and Logistics
475,Mace,1990,>250,69.36,Mark Reynolds,United Kingdom,London,Construction
476,AIG,1919,>250,69.35,Peter Zaffino,Luxembourg,Luxembourg,Insurance
477,Stena,1939,>250,69.34,KRISTOFER SUNDSGÅRD,Sweden,Gothenburg,"Oil and Gas Operations, Mining, and Chemicals"
478,Saint-Gobain,1665,>250,69.33,Benoit Bazin,France,Courbevoie,"Manufacture and Processing of Materials, Metals and Paper"
479,Autogrill,1947,>250,69.3,PAOLO ROVERATO,Italy,Novara,Restaurants
480,Ericsson,1876,>250,69.29,Börje Ekholm,Sweden,Stockholm,"Semiconductors, Electronics, Electrical Engineering, Hardware"
481,BlackRock,1988,>250,69.27,Larry Fink,United Kingdom,London,Banking and Financial Services
482,Bain & Company,1973,>250,69.26,Manny Maceda,Germany,Munich,Consulting and Accounting
483,Système U,1894,>250,69.24,Dominique Schelcher,France,Rungis,Retail
484,Hexagon,1992,>250,69.24,Paolo Guglielmini,Sweden,Stockholm,"Engineering, Manufacturing"
485,Mango,1984,>250,69.23,Toni Ruiz,Spain,Barcelona,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
486,Bertelsmann,1835,>250,69.23,Thomas Rabe,Germany,Gütersloh,Media and Advertising
487,Boulanger,1954,>250,69.22,Emilie Soleri,France,Lesquin,Retail
488,Nua Healthcare Services,2004,>250,69.22,Noel Dunne,Ireland,Naas,Healthcare (Social)
489,Douglas,1821,>250,69.2,Sander van der Laan,Germany,Düsseldorf,Retail
490,Grupo Eulen,1962,>250,69.18,Emilio Garcia Perulles,Spain,Madrid,Business Services and Supplies
491,Novartis,1996,>250,69.18,Vasant Narasimhan,Switzerland,Basel,Drugs and Biotechnology
492,Nike,1964,>250,69.16,Ulrike Koehler,Netherlands,Hilversum,"Clothing and Accessories, Sports Equipment (Manufacturing and Retail)"
493,Bureau Veritas,1828,>250,69.16,Hinda Gharbi,France,Neuilly-sur-Seine,Consulting and Accounting
494,Virgin Atlantic Airways,1984,>250,69.15,Shai Weiss,United Kingdom,Crawley,Transportation and Logistics
495,ExxonMobil,1999,>250,69.14,Darren W. Woods,Belgium,Brussels,"Oil and Gas Operations, Mining, and Chemicals"
496,Fidelity International,1969,>250,69.13,Christian Staub,United Kingdom,London,Banking and Financial Services
497,Synergie,1969,>250,69.12,Victorien Vaney,France,Boulogne-Billancourt,Business Services and Supplies
498,Biocoop,1986,>250,69.1,Patrick Ribot,France,Paris,Retail
499,Costco,1976,>250,69.09,Louie Silveira,United Kingdom,Watford,Retail
500,BMI,1884,>250,69.08,Thomas Casparie,United Kingdom,Reading,Construction
