rank,company,founded,employees,score,ceo,state,hq,industry
237,Ameriprise Financial,1894,"10,001 - 50,000",75.86,James M. Cracchiolo,Minnesota,Minneapolis,Banking and Financial Services
238,Keller Williams Realty,1983,"100,001 - 500,000",75.78,Gary Keller,Texas,Austin,Business Services & Supplies
239,"Greenville County Schools, Greenville, SC",1951,">5,000",75.77,W. Burke Royster,South Carolina,Greenville,Education
240,SpaceX,2002,"1,001 - 5,000",75.73,Elon Musk,California,Hawthorne,Aerospace & Defense
241,American Family Insurance,1927,">5,000",75.61,Bill Westrate,Wisconsin,Madison,Insurance
242,Truist Financial,1872,"100,001 - 500,000",75.60,William H Rogers Jr.,North Carolina,Charlotte,Banking and Financial Services
243,PricewaterhouseCoopers,1998,"100,001 - 500,000",75.46,Bob Moritz,New York,New York,Professional Services
244,McKesson,1833,"10,001 - 50,000",75.46,Brian S. Tyler,Texas,Irving,Health Care Equipment & Services
245,WPP,1971,"100,001 - 500,000",75.44,Michael Houston,New York,New York,Media & Advertising
246,Comcast NBCUniversal,1963,"100,001 - 500,000",75.43,Brian L. Roberts,Pennsylvania,Philadelphia,Media & Advertising
247,University of Kentucky,1865,"10,001 - 50,000",75.38,Eli Capilouto,Kentucky,Lexington,Education
248,University of Wisconsin-Madison,1848,"10,001 - 50,000",75.33,Jay O. Rothman,Wisconsin,Madison,Education
249,Marriott International,1927,"10,001 - 50,000",75.33,Anthony Capuano,Maryland,Bethesda,Travel & Leisure
250,Sitel Group,1985,"10,001 - 50,000",75.16,Laurent Uberti,Florida,Miami,Business Services & Supplies
251,Chewy,2011,"10,001 - 50,000",75.09,Sumit Singh,Florida,Dania Beach,Retail and Wholesale
252,Best Buy,1966,"100,001 - 500,000",75.01,Corie Barry,Minnesota,Richfield,Retail and Wholesale
253,Sherwin-Williams,1866,"50,001 - 100,000",74.98,John G. Morikis,Ohio,Cleveland,"Engineering, Manufacturing"
254,University of Florida,1853,"10,001 - 50,000",74.92,Ben Sasse,Florida,Gainesville,Education
255,City of Los Angeles,1920,"10,001 - 50,000",74.91,Karen Bass,California,Los Angeles,Government Services
256,JetBlue Airways,1999,"10,001 - 50,000",74.90,Robin Hayes,New York,Long Island City,Transportation and Logistics
257,AAA Cooper Transportation,1955,"1,001 - 5,000",74.88,Reid Dove,Alabama,Dothan,Transportation and Logistics
258,Disney,1923,"100,001 - 500,000",74.86,Robert A. Iger,California,Burbank,Media & Advertising
259,BASF,1865,"10,001 - 50,000",74.77,Martin Brudermüller,New Jersey,Florham Park,"Construction, Oil & Gas Operations, Mining and Chemicals"
260,"Ohio State University, Columbus",1870,"10,001 - 50,000",74.64,Kristina M. Johnson,Ohio,Columbus,Education
261,Bosch,1886,"10,001 - 50,000",74.57,Mike Mansuetti,Michigan,Farmington Hills,"Engineering, Manufacturing"
262,Northwestern University,1851,"5,001 - 10,000",74.52,Michael Schill,Illinois,Evanston,Education
263,PepsiCo,1965,"100,001 - 500,000",74.44,Ramon L. Laguarta,New York,Purchase,"Food, Soft Beverages, Alcohol & Tobacco"
264,Apollo Retail,1992,"1,001 - 5,000",74.41,Mike Sunderland,Florida,Tampa,Business Services & Supplies
265,Zara,1975,"100,001 - 500,000",74.28,Andrew Callahan,New York,New York,"Clothing, Shoes, Sports Equipment"
266,Raytheon Technologies,1922,"100,001 - 500,000",74.17,Gregory J. Hayes,Massachusetts,Waltham,Aerospace & Defense
267,Elevance Health,2004,"50,001 - 100,000",74.15,Gail K. Boudreaux,Indiana,Indianapolis,Insurance
268,AECOM,1990,"10,001 - 50,000",74.14,Troy Rudd,California,Los Angeles,Professional Services
269,ACES (Comprehensive Educational Services),1996,">1,000",74.04,Peter Gerhardt,California,San Diego,Education
270,University of Alabama at Birmingham,1969,"10,001 - 50,000",73.90,Ray L. Watts,Alabama,Birmingham,Education
271,C.H. Robinson,1905,"10,001 - 50,000",73.77,Scott Anderson,Minnesota,Eden Prairie,Business Services & Supplies
272,Booz Allen Hamilton,1914,"10,001 - 50,000",73.74,Horacio Rozanski,Virginia,McLean,Professional Services
273,H&R Block,1955,"1,001 - 5,000",73.56,Jeffrey J. Jones II,Missouri,Kansas City,Professional Services
274,Mr. Cooper,1994,"5,001 - 10,000",73.53,Jay Bray,Texas,Dallas,Retail and Wholesale
275,Sheetz,1952,">10,000",73.38,Travis Sheetz,Pennsylvania,Altoona,Retail and Wholesale
276,United States Government Accountability Office,1921,"1,001 - 5,000",73.30,Gene L. Dodaro,District of Columbia,Washington,Government Services
277,Unum Group,1848,"5,001 - 10,000",73.28,Richard P. McKenney,Tennessee,Chattanooga,Insurance
278,CGI,1976,"50,001 - 100,000",73.28,George D. Schindler,Quebec,Montreal,"IT, Internet, Software & Services"
279,United States Department of Transportation (DOT),1967,"50,001 - 100,000",73.25,Pete Buttigieg,District of Columbia,Washington,Government Services
280,"University of California, Los Angeles",1919,"10,001 - 50,000",73.18,Gene Block,California,Los Angeles,Education
281,Takeda Pharmaceutical,1781,"10,001 - 50,000",73.08,Christophe Weber,Massachusetts,Lexington,Drugs & Biotechnology
282,Nationwide Mutual Insurance,1926,">10,000",73.07,Kirt Walker,Ohio,Columbus,Insurance
283,Clayton Homes,1966,"10,001 - 50,000",72.98,Kevin T. Clayton,Tennessee,Maryville,"Engineering, Manufacturing"
284,Manpower,1948,"10,001 - 50,000",72.97,Jonas Prising,Wisconsin,Milwaukee,Business Services & Supplies
285,CACI International,1962,"10,001 - 50,000",72.88,John S. Mengucci,Virginia,Arlington,Aerospace & Defense
286,Four Seasons Hotels and Resorts,1960,">10,000",72.54,John Davison,Ontario,Toronto,Travel & Leisure
287,Penske Automotive Group,1992,"10,001 - 50,000",72.53,Roger S. Penske,Michigan,Bloomfield Hills,Retail and Wholesale
288,Caesars Entertainment,1937,"10,001 - 50,000",72.52,Tom Reeg,Nevada,Las Vegas,Travel & Leisure
289,Omnicom Group,1986,"10,001 - 50,000",72.52,John Wren,New York,New York,Media & Advertising
290,Argonne National Laboratory,1946,"1,001 - 5,000",72.38,Paul K. Kearns,Illinois,Lemont,Drugs & Biotechnology
291,Cardinal Health,1971,"10,001 - 50,000",72.34,Mike Kaufmann,Ohio,Dublin,Health Care Equipment & Services
292,Medtronic,1949,"50,001 - 100,000",72.32,Geoffrey S. Martha,Minnesota,Minneapolis,Health Care Equipment & Services
293,State of Maryland,1634,"50,001 - 100,000",72.26,Wes Moore,Maryland,Baltimore,Government Services
294,Commonwealth of Pennsylvania,1787,"50,001 - 100,000",72.20,Tom Wolf,Pennsylvania,Harrisburg,Government Services
295,Scheels All Sports,1902,">5,000",72.14,Steve M. Scheel,North Dakota,Fargo,"Clothing, Shoes, Sports Equipment"
296,Florida Blue,1945,"5,001 - 10,000",72.14,Patrick J. Geraghty,Florida,Jacksonville,Insurance
297,Belk,1888,">10,000",71.92,Don Hendricks,North Carolina,Charlotte,Retail and Wholesale
298,Hewlett Packard Enterprise,2015,"50,001 - 100,000",71.91,Antonio Neri,California,San Jose,"IT, Internet, Software & Services"
299,Kellogg Company,1906,"10,001 - 50,000",71.74,Steven Cahillane,Michigan,Battle Creek,"Food, Soft Beverages, Alcohol & Tobacco"
300,Tractor Supply Company,1938,"10,001 - 50,000",71.72,Hal Lawton,Tennessee,Brentwood,Retail and Wholesale
